feature,weight
intercept,-1.25571492211608
Pregnancies,0.4244146892830042
Glucose,1.068640126862921
BloodPressure,-0.27750675814619885
SkinThickness,0.07869735335723253
Insulin,-0.16816480890224117
BMI,0.7794185914175862
DiabetesPedigreeFunction,0.8071444803139295
Age,0.0946389825350234
