feature,mean_importance
BloodPressure,-0.009813899523578584
DiabetesPedigreeFunction,-0.002874296011092814
Insulin,-0.001308619937238631
SkinThickness,-0.0006550110915365615
Pregnancies,0.016135760451046123
Age,0.020135294917660418
BMI,0.053093511390034084
Glucose,0.1900766845637311
